         1          1         11
         1          1         12
         1          1         29
         1          1         38
         1          1         41
         1          1         63
         1          1         68
         1          1         85
         1          1         87
         2          2          5
         2          2          6
         2          2         35
         2          2         42
         2          2         54
         2          2         62
         2          2         85
         2          2         87
         3          3          0
         3          3          9
         3          3         19
         3          3         21
         3          3         24
         3          3         36
         3          3         45
         3          3         48
         3          3         62
         3          3         63
         3          3         69
         3          3         73
         3          3         81
         4          4          6
         4          4          8
         4          4         14
         4          4         16
         4          4         17
         4          4         38
         4          4         42
         4          4         48
         4          4         49
         4          4         55
         4          4         67
         4          4         69
         4          4         73
         4          4         74
         4          4         75
         4          4         77
         4          4         81
         4          4         87
         5          5          3
         5          5         39
         5          5         52
         5          5         60
         5          5         63
         5          5         68
         5          5         69
         5          5         74
         5          5         80
         5          5         94
         6          6          7
         6          6         50
         6          6         51
         6          6         83
         6          6         85
         6          6         88
         7          7         14
         7          7         35
         7          7         43
         7          7         45
         7          7         46
         7          7         63
         7          7         73
         7          7         83
         7          7         87
         7          7         95
         8          8         14
         8          8         21
         8          8         42
         8          8         48
         8          8         63
         8          8         66
         8          8         70
         9          9         47
         9          9         48
         9          9         69
         9          9         71
         9          9         85
        10         10          3
        10         10         11
        10         10         16
        10         10         28
        10         10         38
        10         10         40
        10         10         43
        10         10         47
        10         10         48
        10         10         63
        10         10         72
        10         10         73
        10         10         83
        10         10         87
        10         10         98
        11         11         43
        11         11         53
        11         11         66
        11         11         67
        11         11         80
        11         11         87
        11         11         98
        12         12         11
        12         12         12
        12         12         41
        12         12         46
        12         12         51
        12         12         78
        12         12         97
        13         13         14
        13         13         25
        13         13         28
        13         13         29
        13         13         47
        13         13         87
        14         14          0
        14         14          6
        14         14          8
        14         14         17
        14         14         19
        14         14         22
        14         14         34
        14         14         36
        14         14         38
        14         14         50
        14         14         69
        14         14         80
        14         14         83
        14         14         86
        15         15          7
        15         15          8
        15         15         14
        15         15         21
        15         15         28
        15         15         38
        15         15         43
        15         15         53
        15         15         63
        15         15         78
        15         15         81
        15         15         85
        15         15         87
        15         15         96
        16         16         11
        16         16         38
        16         16         47
        16         16         63
        16         16         89
        16         16         93
        17         17          3
        17         17          9
        17         17         12
        17         17         29
        17         17         34
        17         17         36
        17         17         38
        17         17         48
        17         17         80
        17         17         83
        18         18          3
        18         18         28
        18         18         38
        18         18         48
        18         18         52
        18         18         61
        18         18         74
        18         18         83
        18         18         86
        18         18         87
        18         18         89
        19         19         21
        19         19         48
        19         19         83
        19         19         98
        20         20          1
        20         20          9
        20         20         28
        20         20         53
        20         20         89
        21         21         10
        21         21         36
        21         21         43
        21         21         60
        21         21         61
        21         21         63
        21         21         95
        21         21         97
        22         22          8
        22         22         21
        22         22         35
        22         22         39
        22         22         47
        22         22         57
        22         22         59
        22         22         81
        22         22         85
        22         22         86
        22         22         87
        23         23          3
        23         23          9
        23         23         14
        23         23         36
        23         23         39
        23         23         47
        23         23         49
        23         23         51
        23         23         55
        23         23         62
        23         23         80
        23         23         83
        23         23         86
        23         23         87
        24         24          9
        24         24         11
        24         24         13
        24         24         17
        24         24         36
        24         24         43
        24         24         47
        24         24         62
        24         24         63
        24         24         78
        24         24         87
        24         24         94
        24         24         97
        25         25          5
        25         25         14
        25         25         19
        25         25         23
        25         25         36
        25         25         38
        25         25         39
        25         25         55
        25         25         80
        25         25         81
        25         25         87
        25         25         89
        26         26         11
        26         26         17
        26         26         36
        26         26         62
        26         26         63
        26         26         78
        26         26         83
        27         27          3
        27         27          8
        27         27         14
        27         27         28
        27         27         35
        27         27         38
        27         27         41
        27         27         43
        27         27         53
        27         27         63
        27         27         69
        27         27         70
        27         27         87
        27         27         95
        27         27         96
        27         27         99
        28         28         18
        28         28         48
        28         28         63
        28         28         73
        29         29          5
        29         29          8
        29         29         14
        29         29         19
        29         29         29
        29         29         38
        29         29         39
        29         29         41
        29         29         55
        29         29         61
        29         29         63
        29         29         72
        29         29         81
        29         29         87
        29         29         89
        30         30          5
        30         30         46
        30         30         86
        31         31         35
        31         31         36
        31         31         41
        31         31         48
        31         31         80
        32         32         10
        32         32         11
        32         32         19
        32         32         26
        32         32         29
        32         32         35
        32         32         39
        32         32         47
        32         32         52
        32         32         85
        33         33          9
        33         33         49
        33         33         51
        33         33         62
        33         33         63
        33         33         69
        33         33         71
        33         33         78
        34         34         14
        34         34         28
        34         34         50
        34         34         74
        34         34         87
        35         35          5
        35         35         33
        35         35         35
        35         35         87
        36         36         14
        36         36         16
        36         36         18
        36         36         61
        36         36         79
        37         37          3
        37         37          8
        37         37         28
        37         37         35
        37         37         36
        37         37         43
        37         37         67
        37         37         69
        37         37         81
        37         37         85
        37         37         97
        38         38          9
        38         38         29
        38         38         35
        38         38         36
        38         38         39
        38         38         57
        38         38         63
        38         38         68
        38         38         78
        38         38         85
        38         38         87
        38         38         94
        39         39         17
        39         39         43
        39         39         63
        40         40          9
        40         40         28
        40         40         39
        40         40         63
        40         40         72
        41         41          3
        41         41         14
        41         41         47
        41         41         57
        41         41         63
        41         41         69
        42         42         36
        42         42         39
        42         42         47
        42         42         69
        42         42         80
        42         42         81
        42         42         83
        43         43          3
        43         43          5
        43         43         28
        43         43         63
        43         43         69
        43         43         74
        43         43         81
        43         43         87
        43         43         93
        44         44          1
        44         44         89
        45         45         15
        45         45         36
        45         45         38
        45         45         49
        45         45         52
        45         45         63
        45         45         66
        45         45         67
        45         45         68
        45         45         69
        45         45         80
        45         45         87
        45         45         88
        45         45         91
        45         45         95
        46         46         28
        46         46         55
        46         46         68
        46         46         83
        46         46         89
        47         47          1
        47         47         25
        47         47         54
        47         47         62
        47         47         67
        47         47         71
        47         47         74
        47         47         85
        47         47         87
        47         47         88
        47         47         89
        48         48          3
        48         48          9
        48         48         12
        48         48         21
        48         48         34
        48         48         38
        48         48         40
        48         48         46
        48         48         48
        48         48         62
        48         48         69
        49         49         29
        49         49         36
        49         49         40
        49         49         43
        49         49         51
        49         49         63
        49         49         69
        50         50          6
        50         50         11
        50         50         43
        50         50         47
        50         50         59
        50         50         66
        50         50         78
        50         50         81
        51         51         11
        51         51         12
        51         51         52
        51         51         63
        51         51         69
        51         51         70
        51         51         74
        51         51         81
        51         51         85
        51         51         86
        52         52          3
        52         52          5
        52         52          8
        52         52         19
        52         52         25
        52         52         28
        52         52         34
        52         52         67
        52         52         69
        52         52         71
        52         52         73
        52         52         77
        52         52         87
        52         52         89
        53         53         13
        53         53         23
        53         53         52
        53         53         55
        53         53         70
        53         53         71
        53         53         81
        53         53         87
        53         53         93
        54         54         11
        54         54         14
        54         54         51
        54         54         66
        55         55          5
        55         55         39
        55         55         43
        55         55         57
        55         55         61
        55         55         87
        56         56          0
        56         56          3
        56         56          9
        56         56         11
        56         56         12
        56         56         19
        56         56         21
        56         56         28
        56         56         31
        56         56         36
        56         56         46
        56         56         48
        56         56         66
        56         56         69
        56         56         87
        57         57         21
        57         57         33
        57         57         36
        57         57         38
        57         57         43
        57         57         66
        57         57         81
        57         57         83
        58         58          7
        58         58         15
        58         58         34
        58         58         36
        58         58         43
        58         58         47
        58         58         49
        58         58         66
        58         58         78
        58         58         87
        58         58         88
        58         58         91
        58         58         93
        58         58         95
        59         59          8
        59         59         35
        59         59         49
        59         59         61
        59         59         63
        59         59         76
        59         59         79
        60         60          8
        60         60         14
        60         60         24
        60         60         41
        60         60         49
        60         60         53
        60         60         55
        60         60         67
        60         60         92
        60         60         93
        60         60         97
        61         61          3
        61         61          8
        61         61         12
        61         61         14
        61         61         21
        61         61         41
        61         61         47
        61         61         48
        61         61         55
        61         61         62
        61         61         63
        61         61         66
        61         61         80
        61         61         83
        61         61         86
        61         61         87
        62         62          3
        62         62          8
        62         62          9
        62         62         12
        62         62         21
        62         62         23
        62         62         38
        62         62         46
        62         62         48
        62         62         63
        62         62         66
        62         62         70
        62         62         74
        62         62         78
        62         62         96
        63         63         11
        63         63         24
        63         63         28
        63         63         38
        63         63         53
        63         63         66
        64         64         11
        64         64         25
        64         64         43
        64         64         62
        64         64         83
        64         64         85
        64         64         87
        65         65          4
        65         65         29
        65         65         38
        65         65         52
        66         66         29
        66         66         40
        66         66         60
        66         66         63
        66         66         78
        67         67          8
        67         67          9
        67         67         12
        67         67         28
        67         67         47
        67         67         50
        67         67         71
        67         67         83
        67         67         86
        67         67         87
        67         67         92
        68         68         11
        68         68         13
        68         68         36
        68         68         42
        68         68         43
        68         68         47
        68         68         87
        68         68         92
        68         68         97
        69         69          3
        69         69          5
        69         69          6
        69         69         12
        69         69         29
        69         69         34
        69         69         38
        69         69         59
        69         69         66
        69         69         70
        69         69         72
        69         69         78
        69         69         81
        69         69         87
        69         69         89
        69         69         97
        70         70          0
